bigram,frequency,bigrams
"('deserve', 'one')",1,deserve one
"('one', 'experience')",1,one experience
"('amazing', 'unfortunately')",1,amazing unfortunately
"('unfortunately', 'rained')",1,unfortunately rained
"('rained', 'day')",1,rained day
"('day', 'got')",1,day got
"('believe', 'day')",1,believe day
"('spa', 'serene')",1,spa serene
"('day', 'left')",1,day left
"('left', 'short')",1,left short
"('short', '3day')",1,short 3day
"('3day', 'stay')",1,3day stay
"('stay', 'meantime')",1,stay meantime
"('meantime', 'enjoyed')",1,meantime enjoyed
"('enjoyed', 'restaurant')",1,enjoyed restaurant
"('restaurant', 'amazing')",1,restaurant amazing
"('written', 'review')",1,written review
"('never', 'written')",1,never written
"('ago', 'never')",1,ago never
"('year', 'ago')",1,year ago
"('warm', 'chilly')",1,warm chilly
"('chilly', 'winter')",1,chilly winter
"('winter', 'weather')",1,winter weather
"('weather', 'biggest')",1,weather biggest
"('biggest', 'disappointment')",1,biggest disappointment
"('disappointment', 'pool')",1,disappointment pool
"('pool', 'poolside')",1,pool poolside
"('poolside', 'bar')",1,poolside bar
"('bar', 'closed')",1,bar closed
"('closed', 'entire')",1,closed entire
"('entire', 'visit')",1,entire visit
"('visit', 'one')",1,visit one
"('one', 'reasons')",1,one reasons
"('reasons', 'paid')",1,reasons paid
"('paid', 'premium')",1,paid premium
"('premium', 'stay')",1,premium stay
"('stay', 'year')",1,stay year
"('wines', 'staff')",1,wines staff
"('nice', 'city')",1,nice city
"('city', 'beautiful')",1,city beautiful
"('forgotten', 'also')",1,forgotten also
"('city', 'pompeii')",1,city pompeii
"('pompeii', 'say')",1,pompeii say
"('say', 'anything')",1,say anything
"('anything', 'thank')",1,anything thank
"('thank', 'making')",1,thank making
"('stay', 'unforgettable')",1,stay unforgettable
"('unforgettable', 'city')",1,unforgettable city
"('city', 'naples')",1,city naples
"('really', 'magical')",1,really magical
"('magical', 'live')",1,magical live
"('live', 'city')",1,live city
"('city', 'understand')",1,city understand
"('understand', 'mean')",1,understand mean
"('mean', 'romeo')",1,mean romeo
"('hotel', 'deserve')",1,hotel deserve
"('deserve', 'trip')",1,deserve trip
"('excellent', 'reception')",1,excellent reception
"('close', 'city')",1,close city
"('apparently', 'forgotten')",1,apparently forgotten
"('room', 'tell')",1,room tell
"('good', 'apparently')",1,good apparently
"('tell', 'girlfriend')",1,tell girlfriend
"('girlfriend', 'time')",1,girlfriend time
"('time', 'think')",1,time think
"('think', 'back')",1,think back
"('back', 'definitely')",1,back definitely
"('return', 'great')",1,return great
"('great', 'romeo')",1,great romeo
"('hotel', 'issue')",1,hotel issue
"('issue', 'bathroom')",1,issue bathroom
"('bathroom', 'kept')",1,bathroom kept
"('kept', 'leaking')",1,kept leaking
"('leaking', 'annoying')",1,leaking annoying
"('annoying', 'especially')",1,annoying especially
"('especially', 'way')",1,especially way
"('way', 'handled')",1,way handled
"('handled', 'time')",1,handled time
"('time', 'good')",1,time good
"('serene', 'nice')",1,serene nice
"('clothes', 'spa')",1,clothes spa
"('price', 'hoping')",1,price hoping
"('laughably', 'overpriced')",1,laughably overpriced
"('say', 'major')",1,say major
"('major', 'issues')",1,major issues
"('issues', 'true')",1,issues true
"('true', 'price')",1,true price
"('price', 'glitches')",1,price glitches
"('glitches', 'breakfast')",1,glitches breakfast
"('breakfast', 'meanwhile')",1,breakfast meanwhile
"('meanwhile', 'laughably')",1,meanwhile laughably
"('overpriced', 'disappointing')",1,overpriced disappointing
"('wished', 'drawers')",1,wished drawers
"('disappointing', 'buffet')",1,disappointing buffet
"('buffet', 'weak')",1,buffet weak
"('weak', 'coffee')",1,weak coffee
"('coffee', 'wanted')",1,coffee wanted
"('wanted', 'cheese')",1,wanted cheese
"('cheese', 'fabulous')",1,cheese fabulous
"('decor', 'staff')",1,decor staff
"('staff', 'nicer')",1,staff nicer
"('may', 'say')",1,may say
"('none', 'may')",1,none may
"('disappointing', 'none')",1,disappointing none
"('shower', 'disappointing')",1,shower disappointing
"('would', 'another')",1,would another
"('room', 'felt')",1,room felt
"('felt', 'small')",1,felt small
"('small', 'junior')",1,small junior
"('suite', 'largely')",1,suite largely
"('largely', 'poor')",1,largely poor
"('poor', 'use')",1,poor use
"('space', 'stick')",1,space stick
"('stick', 'couple')",1,stick couple
"('couple', 'seats')",1,couple seats
"('seats', 'think')",1,seats think
"('think', 'justifies')",1,think justifies
"('justifies', 'term')",1,justifies term
"('term', 'wifi')",1,term wifi
"('wifi', 'intermittent')",1,wifi intermittent
"('intermittent', 'water')",1,intermittent water
"('pressure', 'shower')",1,pressure shower
"('nicer', 'pity')",1,nicer pity
"('pity', 'run')",1,pity run
"('run', 'part')",1,run part
"('soaking', 'tub')",1,soaking tub
"('relaxing', 'received')",1,relaxing received
"('received', 'sweet')",1,received sweet
"('sweet', 'gifts')",1,sweet gifts
"('gifts', 'hotel')",1,gifts hotel
"('hotel', 'turn')",1,hotel turn
"('every', 'night')",1,every night
"('night', 'complaint')",1,night complaint
"('complaint', 'room')",1,complaint room
"('room', 'closet')",1,room closet
"('closet', 'doors')",1,closet doors
"('poor', 'design')",1,poor design
"('design', 'made')",1,design made
"('made', 'opening')",1,made opening
"('opening', 'closing')",1,opening closing
"('closing', 'loud')",1,closing loud
"('loud', 'hassle')",1,loud hassle
"('hassle', 'wished')",1,hassle wished
"('tub', 'relaxing')",1,tub relaxing
"('shower', 'soaking')",1,shower soaking
"('part', 'city')",1,part city
"('view', 'shower')",1,view shower
"('city', 'saying')",1,city saying
"('saying', 'naples')",1,saying naples
"('naples', 'entirety')",1,naples entirety
"('entirety', 'rundown')",1,entirety rundown
"('rundown', 'ever')",1,rundown ever
"('husband', 'nice')",1,husband nice
"('nice', 'stay')",1,nice stay
"('romeo', 'season')",1,romeo season
"('season', 'hotel')",1,season hotel
"('really', 'quiet')",1,really quiet
"('quiet', 'highlight')",1,quiet highlight
"('highlight', 'hotel')",1,highlight hotel
"('everyone', 'pleasure')",1,everyone pleasure
"('pleasure', 'talk')",1,pleasure talk
"('talk', 'incredibly')",1,talk incredibly
"('helpful', 'studio')",1,helpful studio
"('studio', 'corner')",1,studio corner
"('reception', 'full')",1,reception full
"('full', 'young')",1,full young
"('young', 'smiling')",1,young smiling
"('round', 'naples')",1,round naples
"('early', 'stayed')",1,early stayed
"('stayed', 'july')",1,stayed july
"('july', 'nights')",1,july nights
"('nights', 'trip')",1,nights trip
"('italy', 'honeymoon')",1,italy honeymoon
"('honeymoon', 'modern')",1,honeymoon modern
"('location', 'look')",1,location look
"('look', 'round')",1,look round
"('friendly', 'visited')",1,friendly visited
"('smiling', 'employers')",1,smiling employers
"('visited', 'restaurant')",1,visited restaurant
"('restaurant', 'one')",1,restaurant one
"('one', 'drink')",1,one drink
"('drink', 'found')",1,drink found
"('found', 'overpriced')",1,found overpriced
"('overpriced', 'waited')",1,overpriced waited
"('waited', 'long')",1,waited long
"('long', 'drink')",1,long drink
"('open', 'early')",1,open early
"('since', 'restaurant')",1,since restaurant
"('box', 'since')",1,box since
"('breakfast', 'box')",1,breakfast box
"('slot', 'machine')",1,slot machine
"('machine', 'foosball')",1,machine foosball
"('foosball', 'table')",1,foosball table
"('table', 'rooftop')",1,table rooftop
"('place', 'unwind')",1,place unwind
"('unwind', 'touring')",1,unwind touring
"('touring', 'amazing')",1,touring amazing
"('views', 'mount')",1,views mount
"('capri', 'michelin')",1,capri michelin
"('comandante', 'treat')",1,comandante treat
"('treat', 'delicious')",1,treat delicious
"('food', 'impeccable')",1,food impeccable
"('accommodating', 'group')",1,accommodating group
"('group', 'early')",1,group early
"('flight', 'prepared')",1,flight prepared
"('prepared', 'everyone')",1,prepared everyone
"('everyone', 'breakfast')",1,everyone breakfast
"('drink', 'one')",1,drink one
"('one', 'couple')",1,one couple
"('couple', 'restaurant')",1,couple restaurant
"('pricey', 'get')",1,pricey get
"('honest', 'breakfast')",1,honest breakfast
"('breakfast', 'rest')",1,breakfast rest
"('rest', 'stay')",1,rest stay
"('two', 'evening')",1,two evening
"('evening', 'meals')",1,evening meals
"('meals', 'good')",1,meals good
"('good', 'nice')",1,good nice
"('nice', 'surprise')",1,nice surprise
"('birthday', 'cake')",1,birthday cake
"('cake', 'room')",1,cake room
"('touch', 'give')",1,touch give
"('give', 'lady')",1,give lady
"('lady', 'cleans')",1,lady cleans
"('cleans', 'rooms')",1,cleans rooms
"('rooms', 'big')",1,rooms big
"('big', 'fat')",1,big fat
"('fat', 'bonus')",1,fat bonus
"('get', 'honest')",1,get honest
"('breakfast', 'bit')",1,breakfast bit
"('lovely', 'modern')",1,lovely modern
"('cosmopolitan', 'breakfast')",1,cosmopolitan breakfast
"('modern', 'spacious')",1,modern spacious
"('clean', 'husbands')",1,clean husbands
"('birthday', 'hotel')",1,birthday hotel
"('hotel', 'gave')",1,hotel gave
"('gave', 'birthday')",1,gave birthday
"('birthday', 'card')",1,birthday card
"('card', 'cake')",1,card cake
"('cake', 'returned')",1,cake returned
"('returned', 'room')",1,returned room
"('lovely', 'touch')",1,lovely touch
"('touch', 'lovely')",1,touch lovely
"('hotel', 'attentive')",1,hotel attentive
"('staff', 'downstairs')",1,staff downstairs
"('downstairs', 'barman')",1,downstairs barman
"('barman', 'serves')",1,barman serves
"('serves', 'fantastic')",1,serves fantastic
"('fantastic', 'cosmopolitan')",1,fantastic cosmopolitan
"('table', 'slot')",1,table slot
"('pool', 'table')",1,pool table
"('pieces', 'pool')",1,pieces pool
"('want', 'highlight')",1,want highlight
"('really', 'lovely')",1,really lovely
"('lovely', 'thanks')",1,lovely thanks
"('thanks', 'mrs')",1,thanks mrs
"('mrs', 'iolanda')",1,mrs iolanda
"('iolanda', 'francesco')",1,iolanda francesco
"('francesco', 'two')",1,francesco two
"('two', 'waiters')",1,two waiters
"('waiters', 'every')",1,waiters every
"('every', 'luxury')",1,every luxury
"('hotels', 'need')",1,hotels need
"('need', 'team')",1,need team
"('team', 'see')",1,team see
"('see', 'next')",1,see next
"('next', 'trip')",1,next trip
"('naples', 'starting')",1,naples starting
"('starting', 'mail')",1,starting mail
"('mail', 'correspondences')",1,mail correspondences
"('highlight', 'service')",1,highlight service
"('addicted', 'want')",1,addicted want
"('felt', 'everything')",1,felt everything
"('coffee', 'addicted')",1,coffee addicted
"('employers', 'fantastic')",1,employers fantastic
"('fantastic', 'modern')",1,fantastic modern
"('room', 'breathtaking')",1,room breathtaking
"('breathtaking', 'view')",1,breathtaking view
"('view', 'gulf')",1,view gulf
"('gulf', 'cruise')",1,gulf cruise
"('ships', 'top')",1,ships top
"('top', 'surely')",1,top surely
"('surely', 'put')",1,surely put
"('put', 'two')",1,put two
"('restaurants', 'especially')",1,restaurants especially
"('especially', 'breakfast')",1,especially breakfast
"('amazing', 'food')",1,amazing food
"('quality', 'superb')",1,quality superb
"('superb', 'espresso')",1,superb espresso
"('espresso', 'coffee')",1,espresso coffee
"('coffee', 'coffee')",1,coffee coffee
"('correspondences', 'felt')",1,correspondences felt
"('everything', 'organized')",1,everything organized
"('interesting', 'art')",1,interesting art
"('might', 'desire')",1,might desire
"('naples', 'probably')",1,naples probably
"('probably', 'located')",1,probably located
"('best', 'location')",1,best location
"('location', 'naples')",1,location naples
"('naples', 'especially')",1,naples especially
"('especially', 'plans')",1,especially plans
"('plans', 'include')",1,plans include
"('include', 'taking')",1,include taking
"('ischia', 'capri')",1,ischia capri
"('capri', 'basically')",1,capri basically
"('basically', 'across')",1,basically across
"('street', 'ferry')",1,street ferry
"('terminal', 'rooms')",1,terminal rooms
"('rooms', 'perfectly')",1,rooms perfectly
"('perfectly', 'appointed')",1,perfectly appointed
"('comfortable', 'lobby')",1,comfortable lobby
"('lobby', 'interesting')",1,lobby interesting
"('desire', 'romeo')",1,desire romeo
"('one', 'might')",1,one might
"('organized', 'efficient')",1,organized efficient
"('everything', 'one')",1,everything one
"('efficient', 'staffs')",1,efficient staffs
"('staffs', 'bell')",1,staffs bell
"('bell', 'front')",1,bell front
"('front', 'restaurant')",1,front restaurant
"('nice', 'friendly')",1,nice friendly
"('friendly', 'restaurant')",1,friendly restaurant
"('comandante', 'must')",1,comandante must
"('must', 'visit')",1,must visit
"('helpful', 'service')",1,helpful service
"('service', 'oriented')",1,service oriented
"('oriented', 'staff')",1,oriented staff
"('staff', 'provided')",1,staff provided
"('provided', 'great')",1,provided great
"('location', 'exploring')",1,location exploring
"('exploring', 'naples')",1,exploring naples
"('breakfast', 'provide')",1,breakfast provide
"('provide', 'everything')",1,provide everything
"('hoping', 'would')",1,hoping would
"('hotels', 'price')",1,hotels price
"('year', 'excellent')",1,year excellent
"('cactuses', 'colection')",1,cactuses colection
"('hotel', 'artworks')",1,hotel artworks
"('artworks', 'lobby')",1,artworks lobby
"('lobby', 'cigar')",1,lobby cigar
"('cigar', 'room')",1,cigar room
"('best', 'ventilation')",1,best ventilation
"('ventilation', 'ever')",1,ventilation ever
"('ever', 'amazing')",1,ever amazing
"('amazing', 'cactuses')",1,amazing cactuses
"('colection', 'arround')",1,colection arround
"('rate', 'surprised')",1,rate surprised
"('arround', 'hotel')",1,arround hotel
"('hotel', 'bar')",1,hotel bar
"('vesuvius', 'morning')",1,vesuvius morning
"('morning', 'room')",1,morning room
"('pool', 'best')",1,pool best
"('best', 'amazing')",1,best amazing
"('amazing', 'staff')",1,amazing staff
"('staff', 'eager')",1,staff eager
"('little', 'hotel')",1,little hotel
"('gorgeus', 'little')",1,gorgeus little
"('importantly', 'gorgeus')",1,importantly gorgeus
"('places', 'importantly')",1,places importantly
"('costs', 'quality')",1,costs quality
"('quality', 'interiors')",1,quality interiors
"('interiors', 'much')",1,interiors much
"('much', 'higher')",1,much higher
"('higher', 'standard')",1,higher standard
"('standard', 'naples')",1,standard naples
"('naples', 'hotels')",1,naples hotels
"('hotels', 'boutique')",1,hotels boutique
"('harbor', 'unusual')",1,harbor unusual
"('unusual', 'microlocation')",1,unusual microlocation
"('microlocation', 'main')",1,microlocation main
"('main', 'napoli')",1,main napoli
"('napoli', 'atractions')",1,napoli atractions
"('atractions', 'neighborhoods')",1,atractions neighborhoods
"('neighborhoods', 'close')",1,neighborhoods close
"('close', 'best')",1,close best
"('best', 'places')",1,best places
"('eager', 'make')",1,eager make
"('welcomed', 'ready')",1,welcomed ready
"('ready', 'explain')",1,ready explain
"('first', 'moment')",1,first moment
"('reserved', 'hotel')",1,reserved hotel
"('hotel', 'willing')",1,hotel willing
"('willing', 'help')",1,willing help
"('help', 'inquiry')",1,help inquiry
"('inquiry', 'fulfilled')",1,inquiry fulfilled
"('fulfilled', 'every')",1,fulfilled every
"('every', 'wish')",1,every wish
"('wish', 'husband')",1,wish husband
"('husband', 'celebrated')",1,husband celebrated
"('celebrated', 'birthday')",1,celebrated birthday
"('birthday', 'upon')",1,birthday upon
"('arrival', 'honored')",1,arrival honored
"('honored', 'upgrade')",1,honored upgrade
"('upgrade', 'cake')",1,upgrade cake
"('cake', 'birthday')",1,cake birthday
"('birthday', 'candle')",1,birthday candle
"('candle', 'brought')",1,candle brought
"('moment', 'reserved')",1,moment reserved
"('experience', 'first')",1,experience first
"('explain', 'want')",1,explain want
"('como', 'wonderful')",1,como wonderful
"('know', 'place')",1,know place
"('city', 'culture')",1,city culture
"('culture', 'cuisine')",1,culture cuisine
"('cuisine', 'doorman')",1,cuisine doorman
"('doorman', 'restaurant')",1,doorman restaurant
"('staff', 'management')",1,staff management
"('management', 'room')",1,management room
"('service', 'must')",1,service must
"('must', 'stay')",1,must stay
"('stay', 'place')",1,stay place
"('place', 'napoli')",1,place napoli
"('good', 'friend')",1,good friend
"('friend', 'francesco')",1,friend francesco
"('francesco', 'regio')",1,francesco regio
"('regio', 'hilton')",1,regio hilton
"('hilton', 'lake')",1,hilton lake
"('lake', 'como')",1,lake como
"('surprised', 'costs')",1,surprised costs
"('season', 'rate')",1,season rate
"('great', 'hotels')",1,great hotels
"('shower', 'bathroom')",1,shower bathroom
"('eggs', 'made')",1,eggs made
"('made', 'order')",1,made order
"('order', 'booked')",1,order booked
"('booked', 'deluxe')",1,booked deluxe
"('room', 'harbor')",1,room harbor
"('view', 'roomy')",1,view roomy
"('roomy', 'comfortable')",1,roomy comfortable
"('bed', 'walk')",1,bed walk
"('bathroom', 'design')",1,bathroom design
"('low', 'season')",1,low season
"('design', 'bit')",1,design bit
"('bit', 'queer')",1,bit queer
"('queer', 'must')",1,queer must
"('must', 'walk')",1,must walk
"('room', 'access')",1,room access
"('access', 'shower')",1,access shower
"('shower', 'exceptional')",1,shower exceptional
"('exceptional', 'staff')",1,exceptional staff
"('coffee', 'eggs')",1,coffee eggs
"('vesuvius', 'coffee')",1,vesuvius coffee
"('offering', 'views')",1,offering views
"('nice', 'offering')",1,nice offering
"('luxury', 'boutique')",1,luxury boutique
"('hotel', 'minutes')",1,hotel minutes
"('walk', 'old')",1,walk old
"('many', 'city')",1,many city
"('city', 'sights')",1,city sights
"('sights', 'interior')",1,sights interior
"('interior', 'modern')",1,interior modern
"('modern', 'inviting')",1,modern inviting
"('inviting', 'japanese')",1,inviting japanese
"('japanese', 'inspired')",1,japanese inspired
"('inspired', 'design')",1,inspired design
"('rooftop', 'dining')",1,rooftop dining
"('dining', 'pool')",1,dining pool
"('spa', 'eat')",1,spa eat
"('restaurant', 'enjoy')",1,restaurant enjoy
"('enjoy', 'spa')",1,enjoy spa
"('gym', 'breakfast')",1,gym breakfast
"('staff', 'needs')",1,staff needs
"('needs', 'learn')",1,needs learn
"('learn', 'five')",1,learn five
"('turns', 'automatically')",1,turns automatically
"('soon', 'timing')",1,soon timing
"('timing', 'needs')",1,timing needs
"('needs', 'adjusted')",1,needs adjusted
"('adjusted', 'location')",1,adjusted location
"('little', 'centre')",1,little centre
"('centre', 'still')",1,centre still
"('still', 'walk')",1,still walk
"('around', 'romeo')",1,around romeo
"('romeo', 'still')",1,romeo still
"('still', 'best')",1,still best
"('best', 'naples')",1,best naples
"('far', 'bit')",1,far bit
"('bit', 'overpriced')",1,bit overpriced
"('overpriced', 'get')",1,overpriced get
"('get', 'though')",1,get though
"('though', 'winter')",1,though winter
"('winter', 'low')",1,winter low
"('automatically', 'soon')",1,automatically soon
"('control', 'turns')",1,control turns
"('hotels', 'accommodating')",1,hotels accommodating
"('difficult', 'control')",1,difficult control
"('accommodating', 'guests')",1,accommodating guests
"('guests', 'never')",1,guests never
"('never', 'right')",1,never right
"('right', 'answer')",1,right answer
"('answer', 'lighten')",1,answer lighten
"('lighten', 'bit')",1,lighten bit
"('bit', 'everyone')",1,bit everyone
"('everyone', 'wants')",1,everyone wants
"('wants', 'fun')",1,wants fun
"('fun', 'room')",1,fun room
"('nice', 'frankly')",1,nice frankly
"('frankly', 'noisy')",1,frankly noisy
"('noisy', 'freaks')",1,noisy freaks
"('freaks', 'cracks')",1,freaks cracks
"('cracks', 'lighting')",1,cracks lighting
"('lighting', 'unique')",1,lighting unique
"('unique', 'difficult')",1,unique difficult
"('excellent', 'beginning')",1,excellent beginning
"('beginning', 'ladies')",1,beginning ladies
"('ladies', 'guest')",1,ladies guest
"('floor', 'better')",1,floor better
"('cool', 'bathrooms')",1,cool bathrooms
"('bathrooms', 'great')",1,bathrooms great
"('great', 'water')",1,great water
"('pressure', 'posts')",1,pressure posts
"('posts', 'talk')",1,posts talk
"('talk', 'disappointed')",1,talk disappointed
"('disappointed', 'view')",1,disappointed view
"('view', 'ask')",1,view ask
"('view', 'restaurants')",1,view restaurants
"('guest', 'relations')",1,guest relations
"('restaurants', 'pool')",1,restaurants pool
"('top', 'two')",1,top two
"('two', 'floors')",1,two floors
"('floors', 'disappoint')",1,floors disappoint
"('disappoint', 'location')",1,disappoint location
"('location', 'sems')",1,location sems
"('sems', 'odd')",1,sems odd
"('odd', 'first')",1,odd first
"('thing', 'cool')",1,thing cool
"('great', 'thing')",1,great thing
"('pillows', 'great')",1,pillows great
"('many', 'pillows')",1,many pillows
"('romeo', 'gets')",1,romeo gets
"('gets', 'right')",1,gets right
"('right', 'gets')",1,right gets
"('gets', 'everything')",1,gets everything
"('everything', 'right')",1,everything right
"('right', 'design')",1,right design
"('design', 'spectacular')",1,design spectacular
"('spectacular', 'fun')",1,spectacular fun
"('fun', 'colorful')",1,fun colorful
"('colorful', 'bit')",1,colorful bit
"('bit', 'edge')",1,bit edge
"('edge', 'tastefully')",1,edge tastefully
"('tastefully', 'rooms')",1,tastefully rooms
"('designed', 'spacious')",1,designed spacious
"('spacious', 'reliable')",1,spacious reliable
"('reliable', 'internet')",1,reliable internet
"('internet', 'many')",1,internet many
"('time', 'visitor')",1,time visitor
"('visitor', 'naples')",1,visitor naples
"('naples', 'soon')",1,naples soon
"('creatively', 'designed')",1,creatively designed
"('stay', 'nice')",1,stay nice
"('nice', 'however')",1,nice however
"('pricey', 'staff')",1,pricey staff
"('members', 'great')",1,members great
"('helpful', 'vallet')",1,helpful vallet
"('vallet', 'great')",1,vallet great
"('great', 'bonus')",1,great bonus
"('well', 'parking')",1,well parking
"('parking', 'outside')",1,parking outside
"('outside', 'naples')",1,outside naples
"('naples', 'rough')",1,naples rough
"('rough', 'overall')",1,rough overall
"('experience', 'highlight')",1,experience highlight
"('highlight', 'new')",1,highlight new
"('new', 'year')",1,new year
"('year', 'stayed')",1,year stayed
"('stayed', 'great')",1,stayed great
"('designed', 'stay')",1,designed stay
"('gorgeous', 'creatively')",1,gorgeous creatively
"('soon', 'get')",1,soon get
"('spa', 'gorgeous')",1,spa gorgeous
"('get', 'bearings')",1,get bearings
"('bearings', 'understand')",1,bearings understand
"('understand', 'well')",1,understand well
"('well', 'situated')",1,well situated
"('situated', 'hotel')",1,situated hotel
"('really', 'wait')",1,really wait
"('wait', 'come')",1,wait come
"('back', 'take')",1,back take
"('take', 'day')",1,take day
"('trips', 'leaving')",1,trips leaving
"('leaving', 'ferry')",1,leaving ferry
"('terminal', 'right')",1,terminal right
"('street', 'everyone')",1,street everyone
"('everyone', 'working')",1,everyone working
"('working', 'romeo')",1,working romeo
"('wonderful', 'really')",1,wonderful really
"('wonderful', 'spa')",1,wonderful spa
"('lot', 'romeo')",1,lot romeo
"('thanks', 'lot')",1,thanks lot
"('stayed', 'thanks')",1,stayed thanks
"('honored', 'receive')",1,honored receive
"('book', 'decorations')",1,book decorations
"('decorations', 'already')",1,decorations already
"('already', 'miss')",1,already miss
"('miss', 'iris')",1,miss iris
"('iris', 'jakob')",1,iris jakob
"('jakob', 'first')",1,jakob first
"('naples', 'choose')",1,naples choose
"('choose', 'stay')",1,choose stay
"('downtown', 'minutes')",1,downtown minutes
"('minutes', 'walking')",1,minutes walking
"('walking', 'inside')",1,walking inside
"('inside', 'could')",1,inside could
"('find', 'every')",1,find every
"('every', 'corner')",1,every corner
"('corner', 'pieces')",1,corner pieces
"('pieces', 'modern')",1,pieces modern
"('art', 'antique')",1,art antique
"('receive', 'book')",1,receive book
"('place', 'honored')",1,place honored
"('souvenirs', 'japan')",1,souvenirs japan
"('decoration', 'place')",1,decoration place
"('relations', 'deparment')",1,relations deparment
"('deparment', 'aura')",1,deparment aura
"('aura', 'sara')",1,aura sara
"('sara', 'staff')",1,sara staff
"('reception', 'luca')",1,reception luca
"('luca', 'tina')",1,luca tina
"('tina', 'alehandro')",1,tina alehandro
"('alehandro', 'fillipo')",1,alehandro fillipo
"('fillipo', 'staff')",1,fillipo staff
"('breakfast', 'time')",1,breakfast time
"('time', 'especially')",1,time especially
"('especially', 'francesco')",1,especially francesco
"('francesco', 'sure')",1,francesco sure
"('sure', 'return')",1,sure return
"('return', 'elegant')",1,return elegant
"('elegant', 'hotel')",1,elegant hotel
"('amazing', 'decoration')",1,amazing decoration
"('antique', 'souvenirs')",1,antique souvenirs
"('japan', 'mixed')",1,japan mixed
"('never', 'stayed')",1,never stayed
"('serve', 'also')",1,serve also
"('tables', 'magical')",1,tables magical
"('magical', 'sfogliatella')",1,magical sfogliatella
"('sfogliatella', 'typical')",1,sfogliatella typical
"('typical', 'neapolitan')",1,typical neapolitan
"('neapolitan', 'pastry')",1,neapolitan pastry
"('pastry', 'mindblowing')",1,pastry mindblowing
"('mindblowing', 'one')",1,mindblowing one
"('one', 'waiters')",1,one waiters
"('waiters', 'kind')",1,waiters kind
"('kind', 'gave')",1,kind gave
"('personality', 'poor')",1,personality poor
"('one', 'eat')",1,one eat
"('eat', 'flight')",1,eat flight
"('flight', 'thanks')",1,flight thanks
"('thanks', 'francesco')",1,thanks francesco
"('francesco', 'one')",1,francesco one
"('hotels', 'never')",1,hotels never
"('also', 'tables')",1,also tables
"('choice', 'serve')",1,choice serve
"('mixed', 'together')",1,mixed together
"('range', 'choice')",1,range choice
"('together', 'room')",1,together room
"('room', 'spectacular')",1,room spectacular
"('spectacular', 'bed')",1,spectacular bed
"('bed', 'pillows')",1,bed pillows
"('pillows', 'nice')",1,pillows nice
"('harbour', 'one')",1,harbour one
"('one', 'two')",1,one two
"('restaurants', 'closed')",1,restaurants closed
"('closed', 'holidays')",1,closed holidays
"('holidays', 'comandante')",1,holidays comandante
"('star', 'tried')",1,star tried
"('floor', 'also')",1,floor also
"('also', 'breakfast')",1,also breakfast
"('served', 'morning')",1,served morning
"('morning', 'service')",1,morning service
"('fast', 'breakfast')",1,fast breakfast
"('buffet', 'wide')",1,buffet wide
"('bonus', 'year')",1,bonus year
"('excellent', 'walls')",1,excellent walls
"('number', 'sun')",1,number sun
"('system', 'complex')",1,system complex
"('glass', 'stylish')",1,glass stylish
"('stylish', 'furnishings')",1,stylish furnishings
"('furnishings', 'esthetic')",1,furnishings esthetic
"('esthetic', 'fixtures')",1,esthetic fixtures
"('fixtures', 'style')",1,fixtures style
"('style', 'seems')",1,style seems
"('seems', 'function')",1,seems function
"('function', 'lighting')",1,function lighting
"('complex', 'took')",1,complex took
"('460', 'euros')",1,460 euros
"('several', 'minutes')",1,several minutes
"('minutes', 'night')",1,minutes night
"('night', 'figure')",1,night figure
"('figure', 'get')",1,figure get
"('get', 'lights')",1,get lights
"('lights', 'turned')",1,lights turned
"('turned', 'one')",1,turned one
"('evening', 'left')",1,evening left
"('lots', 'glass')",1,lots glass
"('hotel', 'lots')",1,hotel lots
"('care', 'ultra')",1,care ultra
"('staff', 'care')",1,staff care
"('addition', 'nearly')",1,addition nearly
"('nearly', '400')",1,nearly 400
"('400', 'euros')",1,400 euros
"('euros', 'already')",1,euros already
"('already', 'paid')",1,already paid
"('paid', 'one')",1,paid one
"('stay', 'pay')",1,stay pay
"('full', 'amount')",1,full amount
"('amount', 'leave')",1,amount leave
"('leave', 'imagine')",1,leave imagine
"('imagine', 'midnight')",1,imagine midnight
"('midnight', 'naples')",1,midnight naples
"('naples', 'tired')",1,naples tired
"('tired', 'child')",1,tired child
"('child', 'suitcases')",1,child suitcases
"('suitcases', 'nowhere')",1,suitcases nowhere
"('nowhere', 'hotel')",1,nowhere hotel
"('left', 'closet')",1,left closet
"('closet', 'door')",1,closet door
"('door', 'open')",1,door open
"('rough', 'around')",1,rough around
"('chips', 'furnishings')",1,chips furnishings
"('furnishings', 'snags')",1,furnishings snags
"('snags', 'curtains')",1,snags curtains
"('curtains', 'housekeeping')",1,curtains housekeeping
"('housekeeping', 'called')",1,housekeeping called
"('called', 'one')",1,called one
"('day', 'change')",1,day change
"('towels', 'provide')",1,towels provide
"('provide', 'turn')",1,provide turn
"('service', 'took')",1,service took
"('took', 'minutes')",1,took minutes
"('minutes', 'get')",1,minutes get
"('car', 'parking')",1,car parking
"('parking', 'breakfast')",1,parking breakfast
"('breakfast', 'overpriced')",1,breakfast overpriced
"('overpriced', 'food')",1,overpriced food
"('food', 'beautiful')",1,food beautiful
"('edges', 'chips')",1,edges chips
"('little', 'rough')",1,little rough
"('open', 'every')",1,open every
"('getting', 'little')",1,getting little
"('time', 'one')",1,time one
